,siteID,measurementType,storageType,year,month,day,magnification,n,order,phylum,genus,spp,url,idNum
154,6,sus1a,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_2_09.bmp,2
155,6,sus1a,f,2014,7,17,10x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_9_09.bmp,9
156,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_00.bmp,3
157,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_01.bmp,3
158,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_02.bmp,3
159,6,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_6_02.bmp,6
160,6,sus1a,f,2014,7,17,20x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_10_02.bmp,10
161,6,sus1a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_03.bmp,2
162,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_03.bmp,3
163,6,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_6_03.bmp,6
164,6,sus1a,f,2014,7,17,20x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_04.bmp,2
165,6,sus1a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_05.bmp,2
166,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_05.bmp,3
167,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_06.bmp,2
168,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_06.bmp,3
169,6,sus1a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_4_07.bmp,4
170,6,sus1a,f,2014,7,17,20x,2,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_9_07.bmp,9
171,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_08.bmp,2
172,6,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_6_08.bmp,6
173,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_09.bmp,3
174,6,sus1a,f,2014,7,17,20x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_8_09.bmp,8
175,6,sus1a,f,2014,7,17,20x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_9_09.bmp,9
176,6,sus1a,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_8_00.bmp,8
177,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_01.bmp,3
178,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_02.bmp,3
179,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_2_03.bmp,2
180,6,sus1a,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_6_03.bmp,6
181,6,sus1a,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_04.bmp,3
182,6,sus1a,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_4_05.bmp,4
183,6,sus1a,f,2014,7,17,40x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_9_05.bmp,9
184,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_06.bmp,3
185,6,sus1a,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_8_07.bmp,8
186,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_08.bmp,3
187,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_2_09.bmp,2
188,6,sus1b,f,2014,7,17,10x,4,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_09.bmp,2
189,6,sus1b,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_00.bmp,2
190,6,sus1b,f,2014,7,17,10x,4,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_01.bmp,2
191,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_3_01.bmp,3
192,6,sus1b,f,2014,7,17,10x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_9_01.bmp,9
193,6,sus1b,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_4_02.bmp,4
194,6,sus1b,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_03.bmp,2
195,6,sus1b,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_3_04.bmp,3
196,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_05.bmp,2
197,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_06.bmp,2
198,6,sus1b,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_6_06.bmp,6
199,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_07.bmp,2
200,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_3_08.bmp,3
201,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_09.bmp,3
202,6,sus1b,f,2014,7,17,20x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_6_09.bmp,6
203,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_00.bmp,2
204,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_00.bmp,3
205,6,sus1b,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_6_00.bmp,6
206,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_01.bmp,2
207,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_01.bmp,3
208,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_02.bmp,3
209,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_03.bmp,2
210,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_03.bmp,3
211,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_04.bmp,2
212,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_05.bmp,2
213,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_06.bmp,3
214,6,sus1b,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_4_07.bmp,4
215,6,sus1b,f,2014,7,17,20x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_10_08.bmp,10
216,6,sus1b,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_6_09.bmp,6
217,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_00.bmp,3
218,6,sus1b,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_4_01.bmp,4
219,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_02.bmp,3
220,6,sus1b,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_4_03.bmp,4
221,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_04.bmp,3
222,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_2_05.bmp,2
223,6,sus1b,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_4_06.bmp,4
224,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_2_07.bmp,2
225,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_08.bmp,3
226,6,sus1c,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_09.bmp,2
227,6,sus1c,f,2014,7,17,10x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_10_09.bmp,10
228,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_00.bmp,6
229,6,sus1c,f,2014,7,17,10x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_01.bmp,6
230,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_02.bmp,2
231,6,sus1c,f,2014,7,17,10x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_02.bmp,6
232,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_3_03.bmp,3
233,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_03.bmp,6
234,6,sus1c,f,2014,7,17,10x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_8_03.bmp,8
235,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_04.bmp,6
236,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_05.bmp,2
237,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_06.bmp,2
238,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_06.bmp,6
239,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_07.bmp,2
240,6,sus1c,f,2014,7,17,10x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_8_07.bmp,8
241,6,sus1c,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_3_08.bmp,3
242,6,sus1c,f,2014,7,17,10x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_8_08.bmp,8
243,6,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_6_00.bmp,6
244,6,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_3_01.bmp,3
245,6,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_6_01.bmp,6
246,6,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_3_02.bmp,3
247,6,sus1c,f,2014,7,17,20x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_10_02.bmp,10
248,6,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_2_03.bmp,2
249,6,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_3_04.bmp,3
250,6,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_6_04.bmp,6
251,6,sus1c,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_4_05.bmp,4
252,6,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_6_05.bmp,6
253,6,sus1c,f,2014,7,17,20x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_9_05.bmp,9
254,6,sus1c,f,2014,7,17,20x,4,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_2_08.bmp,2
255,6,sus1c,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_3_08.bmp,3
256,6,sus1c,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_4_08.bmp,4
257,6,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_6_08.bmp,6
258,6,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_3_09.bmp,3
259,6,sus1c,f,2014,7,17,20x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_9_09.bmp,9
260,6,sus1c,f,2014,7,17,40x,3,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_6_00.bmp,6
261,6,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_6_01.bmp,6
262,6,sus1c,f,2014,7,17,40x,3,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_9_02.bmp,9
263,6,sus1c,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_2_03.bmp,2
264,6,sus1c,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_4_04.bmp,4
265,6,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_6_04.bmp,6
266,6,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_8_05.bmp,8
267,6,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_6_06.bmp,6
268,6,sus1c,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_8_07.bmp,8
269,6,sus1c,f,2014,7,17,40x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_9_07.bmp,9
270,6,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_3_08.bmp,3
271,6,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_2_09.bmp,2
272,6,sus1c,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_6_09.bmp,6
273,6,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_40x_3_10.bmp,3
274,6,sus2a,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_6_09.bmp,6
275,6,sus2a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_2_00.bmp,2
276,6,sus2a,f,2014,7,17,10x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_10_02.bmp,10
277,6,sus2a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_2_03.bmp,2
278,6,sus2a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_3_04.bmp,3
279,6,sus2a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_2_05.bmp,2
280,6,sus2a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_2_06.bmp,2
281,6,sus2a,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_4_07.bmp,4
282,6,sus2a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_10x_3_08.bmp,3
283,6,sus2a,f,2014,7,17,20x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_10_00.bmp,10
284,6,sus2a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_3_01.bmp,3
285,6,sus2a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_2_02.bmp,2
286,6,sus2a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_2_03.bmp,2
287,6,sus2a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_4_04.bmp,4
288,6,sus2a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_6_05.bmp,6
289,6,sus2a,f,2014,7,17,20x,4,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_3_06.bmp,3
290,6,sus2a,f,2014,7,17,20x,2,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_4_07.bmp,4
291,6,sus2a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_2_08.bmp,2
292,6,sus2a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_4_08.bmp,4
293,6,sus2a,f,2014,7,17,20x,3,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_20x_6_09.bmp,6
294,6,sus2a,f,2014,7,17,40x,1,null,Chlorophyceae,null,"Green algae (with flagella, small)",/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_1_09.bmp,1
295,6,sus2a,f,2014,7,17,40x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_10_00.bmp,10
296,6,sus2a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_2_01.bmp,2
297,6,sus2a,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_4_03.bmp,4
298,6,sus2a,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_4_04.bmp,4
299,6,sus2a,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_6_05.bmp,6
300,6,sus2a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_3_06.bmp,3
301,6,sus2a,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_6_06.bmp,6
302,6,sus2a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_2_07.bmp,2
303,6,sus2a,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus2a_2014_7_17_40x_6_08.bmp,6
304,6,sus2b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus2b_2014_7_17_10x_3_00.bmp,3
305,6,sus2b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus2b_2014_7_17_10x_2_01.bmp,2
306,6,sus2b,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus2b_2014_7_17_10x_4_02.bmp,4
307,6,sus2b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus2b_2014_7_17_10x_3_05.bmp,3
